bboxes,track_id,frame,width,height,fps,path
"[[981.2534365063711, 520.4438414580908, 987.822872734791, 528.3589362754179], [978.8631671427582, 553.6132055745494, 984.2631363979818, 562.9342558963073], [1005.6372138986961, 481.90402275809316, 1011.7151338849832, 490.2310888194359], [1022.8616283592868, 548.1081444894222, 1031.7979909136104, 558.6782317225149], [964.1853885765488, 512.2827669457907, 971.6816458546591, 520.0505115271964], [924.8953003035326, 570.170269571165, 933.4816543986001, 578.0198948593257]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",34,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.334497235369, 520.5703049916827, 987.8237113595063, 528.4409297608357], [978.9500350276141, 555.809132565904, 984.4916333987796, 565.4519551236016], [1006.5210070217348, 480.84187760483087, 1012.570932450033, 489.043644949845], [1022.8609684262758, 548.193711563986, 1031.6490724471048, 558.90964310288], [962.9629971097522, 513.3123831959041, 970.8898854291654, 520.6644794087337], [923.9830707663166, 571.3931712498458, 932.2246941239302, 579.3768803762454]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",35,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.0731587099705, 520.7487898727024, 987.464951555167, 528.7567340248831], [979.023824845837, 558.1320137571479, 984.6905473087372, 567.8715208751025], [1007.2282814730669, 479.57514683754476, 1013.2563050161649, 487.4910872259473], [1022.4459065482458, 548.4948598775255, 1031.5791581886886, 558.8709944551653], [961.2029546196821, 514.4724060507713, 969.3304932366349, 521.3949939946956], [923.2449971240824, 572.8983068357097, 931.5153729186134, 580.6724396672769]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",36,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[980.9527468075257, 521.1515322671554, 987.175564379482, 529.2495550662908], [979.3643378164995, 560.3506257801927, 985.3143160768652, 570.2967401168224], [1007.9020283602314, 477.96061967898726, 1014.1101998869364, 485.8735634014834], [1022.2148504998055, 548.9356873649389, 1031.374979775508, 559.2833656267177], [959.4164073064301, 515.7647595639492, 967.7052362216848, 522.4662104370714], [921.8471040580798, 574.2237675173717, 930.0513431669144, 582.0695576929566]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",37,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.0841877427866, 521.4031492618982, 986.9326114573788, 529.5137026855397], [979.1939313286939, 562.5919379844258, 985.1273385715676, 572.6950942798064], [1008.5960138271623, 476.3000627779652, 1014.9726178977189, 484.4287447003827], [1021.9112304339476, 549.2253402880526, 1031.124719935219, 559.7162431507138], [957.6406410971846, 517.0224376173104, 965.8234669914656, 523.8160387572337], [920.5709154664903, 575.4353841559109, 928.930574001208, 583.0413562263]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",38,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[980.8648264233066, 521.3538787854077, 986.8338447150632, 529.8761965751746], [979.2405086739209, 565.121654470565, 985.0813375129208, 575.0835582625226], [1009.3540253947548, 474.5413538009518, 1015.7606566831124, 482.7782149719685], [1021.8706038969628, 549.6850676668934, 1031.2259572885853, 560.0762036909363], [955.5498356241271, 518.255429133705, 963.7527371751371, 525.0083433942967], [919.3736636081173, 576.7924140763245, 927.9589597113829, 584.4302194829712]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",39,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[980.7940349267707, 521.591135603179, 986.78728415542, 530.4627853956058], [978.7538067186923, 567.1155794457359, 984.6850668780318, 577.044098201613], [1010.0142852363767, 473.3412624100095, 1016.4153593731037, 481.517123274251], [1021.7296952699081, 550.0775942969592, 1031.3148187033821, 560.1909103903663], [954.1570305846734, 519.8160377251273, 962.0103514553188, 526.6291531749847], [918.0043514008513, 578.033434548258, 926.7290465468058, 585.6411292006284]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",40,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.0252019002628, 522.1129172135635, 986.8690368034509, 531.0869626565549], [978.5641478594086, 569.8728496822142, 984.4322190393016, 579.7965143409139], [1010.6676902589313, 471.75810325696233, 1017.2286920023532, 480.32107398218403], [1021.7118068372112, 550.356782884104, 1031.596975928357, 560.2772338682973], [952.7877523954147, 521.2776333458495, 960.452128543341, 528.2631680351573], [916.3632146505437, 579.0653699430742, 925.0402213590008, 586.8905234549742]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",41,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.2694362277522, 522.5243196942403, 987.062619076427, 531.7503031233092], [978.200448895028, 572.3877080093039, 983.9273565690136, 582.1114209955199], [1011.1540811005067, 470.31924921807973, 1017.7645840238825, 479.15269887321796], [1021.6571466205421, 550.8739866006463, 1031.7482790531287, 560.5877296341887], [951.8125604012391, 523.1726878032857, 959.3367222337581, 530.0488834295279], [914.8382443423027, 580.0868973335157, 923.624056812816, 587.7262194179275]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",42,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.4686821868853, 523.050831305065, 987.0457053411277, 532.1679763902087], [977.7667508870862, 574.5967523174711, 983.4394456299216, 584.1959140210745], [1012.0256446643654, 468.84248979780637, 1018.5990900071271, 477.50600006623165], [1021.707154270308, 550.8417060034905, 1031.9376757255889, 560.6882951103102], [950.8028601069021, 524.7832336321313, 957.9529072090605, 531.8279097661069], [912.9945060000294, 581.4725875760299, 921.9865160113349, 589.0636426305651]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",43,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.6468179468437, 523.5075089080573, 987.1751373270178, 532.7569735248575], [977.5794278053223, 577.0397587217076, 983.3963089336693, 586.5462104460389], [1012.8078718342772, 467.10615816356284, 1019.2352905773018, 475.7062873928067], [1021.3558490565842, 550.81154712689, 1031.640968562372, 560.86738357575], [949.7589691026127, 526.9686605596445, 956.7150607883956, 534.3204337455358], [911.3253216882424, 582.4386540268312, 920.2479765076382, 589.8113002686947]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",44,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.7649767716131, 523.8623455177445, 987.2366607139194, 533.3002942253123], [977.0537359849552, 579.1554085150199, 983.0614577953472, 588.7100799179766], [1013.495501656768, 465.57852195041335, 1020.1000076227283, 474.2300781975007], [1021.1654935860048, 550.847385157246, 1031.5422028149035, 561.07868673183], [948.6290794315285, 528.7738114840956, 955.6112961786769, 536.5468934011683], [910.0195371110404, 583.6154687575906, 918.9035087621652, 590.7521183159215]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",45,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.7964493853566, 524.3404669977078, 987.3131836474348, 534.0595096065656], [976.54103471698, 581.4924448174506, 982.8261315728989, 590.9768788536921], [1013.9202041758908, 464.5326633521395, 1020.472912153306, 473.1204277581461], [1020.9269864115117, 550.9175374204294, 1031.162286347787, 561.3026076861358], [947.8847120912427, 530.9535147101888, 954.6539005437165, 538.8770586709315], [908.6613589264673, 584.9211808923942, 917.733038828088, 591.7888370958606]]","[14.0, 12.0, 8.0, 7.0, 6.0, 5.0]",46,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.7372371688439, 524.8053775923822, 987.3573285930224, 534.5816831963002], [976.0174625585735, 583.6839926869814, 982.3008631995926, 592.9313514416515], [1014.9962372248073, 462.98738293023126, 1021.5633182795492, 471.5764747114328], [947.0832782407184, 533.0200089929875, 953.7206119940121, 541.0236415267992], [907.4523682536403, 586.1829268019663, 916.4817591346048, 592.821937665526]]","[14.0, 12.0, 8.0, 6.0, 5.0]",47,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.9209500826214, 524.9975942345086, 987.4553265444611, 534.8481319894163], [975.2390224409893, 586.1471101234667, 981.3528484478562, 595.2910469043884], [1015.348582045221, 461.5010352556632, 1022.1126916079089, 470.06900718824323], [946.1049235947866, 534.9840053857918, 952.803137681827, 543.2699891116583], [906.1175409216055, 587.0981543686354, 914.7544866792575, 593.9181598528309]]","[14.0, 12.0, 8.0, 6.0, 5.0]",48,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.8862821625016, 525.1417542798703, 987.5128201680955, 535.0543706144516], [974.584910828674, 588.6039163009926, 980.7655128660552, 597.6023228705345], [1015.8034413683489, 459.74505060979106, 1022.7253910115054, 468.246665754486], [945.1819818421087, 536.7339884902989, 951.9151707824427, 544.9709863442916], [904.8117759019892, 588.3943588465473, 913.5543747368479, 595.4101143393199]]","[14.0, 12.0, 8.0, 6.0, 5.0]",49,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[981.9709672745462, 525.6822048949523, 987.6630841140327, 535.6780034849812], [973.5402552918761, 590.7920805225922, 979.8173317846454, 599.8008514030957], [1016.306122469423, 458.34637270927584, 1022.943486901555, 466.8905640027613], [943.6882122771779, 538.8432002514826, 950.4107014670715, 547.0489826495107], [903.34939226246, 589.6211734517923, 911.8419635858356, 596.7196746911942]]","[14.0, 12.0, 8.0, 6.0, 5.0]",50,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[982.1669137233876, 526.4801022522448, 987.6295291859421, 536.2712761894667], [972.6526810288032, 592.9592015385405, 979.2510102090561, 602.1991997654621], [1016.6915310408102, 456.8065061710174, 1023.5208003060983, 465.39782839201916], [942.4436831864834, 540.7287198012348, 949.1541399859229, 548.9730236430546], [902.0055972909098, 590.7480122723787, 910.4931335659768, 597.8692411080849]]","[14.0, 12.0, 8.0, 6.0, 5.0]",51,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[985.0964507405909, 466.7483287495245, 990.508822386726, 476.06621468927415], [981.9798899068039, 527.2303925543256, 987.5262627725272, 536.9781666769], [971.652353383728, 594.7072002264838, 978.3309052339778, 604.1244228271664], [1017.2468375011204, 455.2984181052858, 1024.0307892134604, 463.9563970513269], [941.009013471564, 542.7047435175991, 947.8449192953613, 550.7417560433387], [900.7642143657148, 591.8457297686998, 909.1457363502717, 599.1873548090318]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",52,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[984.8517316471073, 465.28414755323325, 990.2206414023387, 474.5740840833244], [982.0255489153453, 528.0562819352444, 987.5398898277901, 537.8213410212863], [970.6682813699745, 596.9583222951741, 977.5947600649431, 606.4235831167406], [1017.9004566529576, 453.75390907907644, 1024.7565466247718, 462.3967009912306], [939.5053601850111, 544.7295515501894, 946.4767696951953, 552.4479781362131], [899.6120137718772, 592.9357770706487, 908.376650470608, 600.4074773287517]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",53,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[984.7565280939407, 464.03140416991425, 990.1134719860736, 473.28489128412764], [982.1017765973194, 528.9913575391319, 987.5027082671371, 538.7693281810051], [969.932294544295, 599.754322272248, 976.8319113822699, 608.9542239477079], [1018.5013677740413, 452.3870033610419, 1025.3252691480325, 460.9242401837906], [937.7892345912321, 546.5857270940924, 944.9994200596554, 554.07215115296], [898.3509932635878, 594.2464584372209, 906.833185784472, 601.7129136539439]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",54,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[984.5740990372549, 462.97909832176185, 989.8091229224219, 472.03072933771307], [982.1131010936035, 530.1147044888518, 987.4388529899779, 539.9018356334899], [968.5839923372906, 602.0112718129905, 975.4835626263083, 610.962535495523], [1019.152078265737, 451.10449951714713, 1025.9688125667533, 459.6601015563001], [936.0109202808281, 548.2109565477328, 943.1319197350355, 555.6310614108115], [897.1074038162453, 595.3968021269615, 905.7113712872563, 602.7908177876542]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",55,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[984.2405444342414, 461.9736547098768, 989.2168757710785, 470.8334201534071], [982.1026021145607, 531.3536218148013, 987.3984130654388, 541.2610408979233], [967.6918945847149, 604.0332353787269, 974.666572107493, 612.8847056646296], [1019.8591969482828, 450.10270467094983, 1026.5129663265732, 458.44555024542365], [934.7998872983388, 549.8567134450678, 942.0355246960274, 557.0709668570204], [895.6839652379626, 596.6415657460842, 904.2552743357744, 604.2476107838539]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",56,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[984.0706265586759, 460.9959310809306, 988.672185231997, 469.2389186795446], [982.4034444478672, 532.8218278640169, 987.5466513248026, 542.8287974019219], [966.5187413081604, 605.9308657701346, 973.4757916692919, 614.8890952974867], [1020.180044611844, 448.9360077414742, 1026.7464987405779, 457.3314633665884], [933.1938625232003, 551.2439567790207, 940.4091041454585, 558.6154464616238], [894.5464270658969, 597.5187955767377, 903.0875889186735, 605.1337812301027]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",57,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[983.5994981410563, 459.659544297275, 988.1478384084717, 467.91573435715446], [982.7085498987574, 534.2422366647232, 987.8302974598819, 544.1225498411444], [965.8664468305516, 608.3358569677027, 972.8627325966646, 617.2566941121361], [1020.6954334426812, 447.63495262938545, 1027.06983732186, 456.18924113308015], [932.2910098692972, 552.4248538724022, 939.437644859595, 559.8657939559445], [893.383640606233, 598.633340643626, 901.9843683605311, 606.0748367441487]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",58,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[983.3330842073775, 458.27213742380246, 988.0484098200203, 466.4588080346903], [983.1082808676371, 535.2035798367145, 988.2008274878284, 544.8359813037681], [964.91426307018, 610.3356815713317, 971.9262566941355, 619.4278496095654], [1020.9048682172998, 446.4070638541515, 1027.1222346978866, 454.91411442013896], [931.9497466458571, 552.7362525176808, 938.9964377209202, 560.2457617881295], [892.2721682984846, 599.6275672184579, 900.9045501932259, 606.8200924432235]]","[16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",59,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[996.3802935064178, 453.36860364203295, 1001.8497717949939, 461.5308310256476], [983.0302506297977, 456.71899484144177, 987.8069715523762, 465.1064097942273], [983.3717510322359, 536.0407281227355, 988.8177892937246, 545.8308274631673], [963.6510604948204, 612.6844093370034, 970.8197236482946, 621.739085239474], [1021.0093895605546, 445.3281483797975, 1027.236651097724, 453.8578629634147], [931.9626149502983, 552.8516380022493, 938.8375028489411, 560.2437696972052], [890.8426406801881, 600.9818530026313, 899.6182673243519, 608.041476615458]]","[19.0, 16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",60,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[996.5287371639541, 451.50465425738315, 1001.9316272012651, 459.899686193705], [982.6740124010702, 455.17701329116016, 987.5070950930589, 463.42932548643944], [983.7638494465516, 536.7460145986377, 989.5150333755985, 546.8310029854231], [962.8880515646384, 615.3613696753577, 970.0345185745238, 624.37443998828], [1021.1916750112139, 443.8094756785691, 1027.5291186346183, 452.52528741377245], [931.8744815118204, 552.9983960117985, 938.6913778998072, 560.4093278450783], [889.3962803623049, 601.9804941266782, 898.1466472438626, 608.8781066176073]]","[19.0, 16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",61,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[996.6864081682648, 449.4321673623019, 1002.1456626548533, 457.9786943151664], [982.659358140358, 453.38227154109904, 987.5828819746297, 461.7365133365971], [983.8741339191922, 537.9816124159524, 989.6772512057462, 548.0269652986738], [961.7539626982596, 617.7233786949053, 968.6741643151145, 626.5606516270848], [1021.3735027108147, 442.68297033442826, 1027.536669390649, 451.41850450887256], [931.6264573630601, 553.1233517719255, 938.5150878774639, 560.6020082440956], [888.0520239576358, 603.1745108104892, 896.7840047285338, 610.1167207742712]]","[19.0, 16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",62,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[996.7094077683614, 446.89656641203516, 1002.2532280732314, 455.455099200622], [982.6201755901633, 451.4109193984567, 987.5389656891886, 459.96393967653785], [984.2609197720313, 539.124839092605, 989.9018216268724, 548.9091149487613], [960.8154629859996, 619.714582346669, 967.691482336292, 628.5934183579182], [1021.3173923918395, 441.2846962338723, 1027.624651094346, 450.3052945844694], [930.9831517186706, 553.5438314098037, 937.9416892561082, 560.7820168849207], [886.3884777623128, 604.030399912072, 895.2344765935715, 610.9516385326215]]","[19.0, 16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",63,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
"[[1022.9195214916613, 551.7148743026356, 1028.502022779689, 562.4063986646955], [996.9737361538708, 444.42013103461335, 1002.565137006305, 452.9348900759174], [982.6852428413687, 450.07534807716746, 987.5667479616478, 458.4849077632081], [984.6277679573919, 540.3855157311252, 990.3395030100445, 550.2434946916992], [960.0321850179503, 621.8982667472472, 966.4946910328003, 630.7650684132424], [1021.6787379704567, 439.9996767621261, 1027.7519868970019, 449.1073265221996], [929.5887661214923, 554.006233916296, 937.0110273606607, 560.9074523783411], [885.3588955156459, 605.0407536541541, 894.0531682357918, 611.8802082413406]]","[20.0, 19.0, 16.0, 14.0, 12.0, 8.0, 6.0, 5.0]",64,1920,1080,10.0,C:/R_projects/mothz/AC_10out.mp4
