file_name,image_size,inference_info
D:\moth_photos\database\batch_02\img_moth_00002001.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002002.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002003.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002004.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002005.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002006.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002007.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002008.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002009.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002010.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002011.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002012.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002013.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002014.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002015.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002016.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002017.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002018.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002019.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002020.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002021.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002022.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002023.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002024.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002025.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002026.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002027.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002028.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002029.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002030.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002031.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
D:\moth_photos\database\batch_02\img_moth_00002032.jpg,"[4000, 6000]",modelv1.0__2025-02-22 10:04:10
