_id,Damage,Hostplant Family,Hostplant Genus,Hostplant Species,Hostplant Subspecies/var,HOSTS ID,Insect Author,Insect Family,Insect Genus,Insect Species,Insect Subspecies,Lab Rearing,Location
236,,Lauraceae,Lindera,benzoin,,236,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
225,,Betulaceae,Alnus,serrulata,,225,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
255,,Ericaceae,Rhododendron,,,255,Smith,Apatelodidae,Apatelodes,torrefacta,,,USA
273,,Oleaceae,Fraxinus,,,273,Grote,Apatelodidae,Olceclostera,angelica,,,Nearctic
285,,Tiliaceae,Corchorus,,,285,Hampson,Arctiidae,Acantharctia,flavicosta,,,Ghana
241,,Corylaceae,Ostrya,virginiana,,241,Smith,Apatelodidae,Apatelodes,torrefacta,,,USA
226,,Compositae,Arctium,lappa,,226,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
259,,Rosaceae,Rubus,idaeus,,259,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
278,,Oleaceae,Syringa,reticulata,,278,Grote,Apatelodidae,Olceclostera,angelica,,,USA
286,,Compositae,Emilia,abyssinicus,,286,Hampson,Arctiidae,Acantharctia,flavicosta,,,Afrotropical
242,,Rosaceae,Prunus,,,242,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
227,,Annonaceae,Asimina,triloba,,227,Smith,Apatelodidae,Apatelodes,torrefacta,,,USA
260,,Rosaceae,Rubus,idaeus,strigosus,260,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
280,,Bignoniaceae,Chilopsis,linearis,,280,Dyar,Apatelodidae,Olceclostera,seraphica,,,USA
304,,Compositae,Cosmos,,,304,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
248,,Rosaceae,Prunus,pensylvanica,,248,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
240,,Corylaceae,Ostrya,virginiana,,240,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
261,,Salicaceae,Salix,,,261,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
281,,Oleaceae,Fraxinus,greggii,,281,Dyar,Apatelodidae,Olceclostera,seraphica,,,USA
307,,Compositae,Galinsoga,parviflora,,307,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
258,,Rosaceae,Rubus,allegheniensis,,258,Smith,Apatelodidae,Apatelodes,torrefacta,,,USA
249,,Rosaceae,Prunus,serotina,,249,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
262,,Salicaceae,Salix,,,262,Smith,Apatelodidae,Apatelodes,torrefacta,,Y,Nearctic
297,,Bignoniaceae,Bignonia,,,297,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
309,,Malvaceae,Gossypium,,,309,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
263,,Salicaceae,Salix,,,263,Smith,Apatelodidae,Apatelodes,torrefacta,,,USA
254,,Ericaceae,Rhododendron,,,254,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
271,on trees/shrubs,Polyphagous,,,,271,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
300,,Caricaceae,Carica,papaya,,300,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
311,,Malvaceae,Gossypium,,,311,Karsch,Arctiidae,Alpenus,investigatorum,,,Malawi
275,,Oleaceae,Fraxinus,,,275,Grote,Apatelodidae,Olceclostera,angelica,,,USA
265,,Lauraceae,Sassafras,albidum,,265,Smith,Apatelodidae,Apatelodes,torrefacta,,Y,Nearctic
272,,Oleaceae,,,,272,Grote,Apatelodidae,Olceclostera,angelica,,,Nearctic
303,,Commelinaceae,Commelina,,,303,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
312,,Convolvulaceae,Ipomoea,batatas,,312,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
283,,Oleaceae,Syringa,vulgaris,,283,Dyar,Apatelodidae,Olceclostera,seraphica,,Y,Nearctic
266,,Lauraceae,Sassafras,albidum,,266,Smith,Apatelodidae,Apatelodes,torrefacta,,,USA
277,,Oleaceae,Syringa,,,277,Grote,Apatelodidae,Olceclostera,angelica,,,USA
305,,Compositae,Dahlia,,,305,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
315,,Leguminosae (P),Medicago,sativa,,315,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
289,,Leguminosae (P),Pisum,sativum,,289,Hampson,Arctiidae,Acantharctia,flavicosta,,,Afrotropical
270,on shrubs/trees,Polyphagous,,,,270,Smith,Apatelodidae,Apatelodes,torrefacta,,,Nearctic
284,on leaves,Aquifoliaceae,Ilex,paraguariensis,,284,Schaus,Apatelodidae,Thelosia,camina,,,Brazil
306,,Compositae,Dahlia,,,306,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
324,,Solanaceae,Solanum,melongena,,324,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
292,,Casuarinaceae,Casuarina,equisetifolia,,292,Tams,Arctiidae,Agylla,gateri,,,West Malaysia
274,,Oleaceae,Fraxinus,,,274,Grote,Apatelodidae,Olceclostera,angelica,,Y,Nearctic
287,,Malvaceae,Gossypium,,,287,Hampson,Arctiidae,Acantharctia,flavicosta,,,Afrotropical
317,,Solanaceae,Nicotiana,,,317,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
325,,Gramineae,Zea,mays,,325,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
294,,Leguminosae (P),Arachis,hypogaea,,294,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
276,,Oleaceae,Syringa,,,276,Grote,Apatelodidae,Olceclostera,angelica,,,Nearctic
290,,Sterculiaceae,Theobroma,cacao,,290,Walker,Arctiidae,Acantharctia,mundata,,,Afrotropical
318,,Solanaceae,Nicotiana,tabacum,,318,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
341,,Sterculiaceae,Theobroma,cacao,,341,Stoll,Arctiidae,Alpenus,maculosa,,,West Africa
296,,Compositae,Bidens,pilosa,,296,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
282,,Oleaceae,Fraxinus,pennsylvanica,,282,Dyar,Apatelodidae,Olceclostera,seraphica,,Y,Nearctic
295,,Compositae,Aster,,,295,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
320,,Leguminosae (C),Peltophorum,,,320,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
342,,Gramineae,Zea,mays,,342,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
299,,Cruciferae,Brassica,oleracea,,299,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
288,,Convolvulaceae,Ipomoea,,,288,Hampson,Arctiidae,Acantharctia,flavicosta,,,Afrotropical
298,,Nyctaginaceae,Boerhavia,,,298,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
322,,Euphorbiaceae,Ricinus,,,322,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
351,,Compositae,Emilia,abyssinicus,,351,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
302,,Commelinaceae,Commelina,,,302,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
291,,Casuarinaceae,Casuarina,,,291,Tams,Arctiidae,Agylla,gateri,,,West Malaysia
301,,Caricaceae,Carica,papaya,,301,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
329,,Compositae,Aster,,,329,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
361,,Sterculiaceae,Theobroma,cacao,,361,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
310,,Malvaceae,Gossypium,,,310,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
293,,Leguminosae (P),Arachis,hypogaea,,293,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
313,,Convolvulaceae,Ipomoea,batatas,,313,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
331,,Commelinaceae,Commelina,,,331,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
363,,Gramineae,Zea,mays,,363,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
323,,Scrophulariaceae,Russelia,equisetiformis,,323,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
308,,Compositae,Galinsoga,parviflora,,308,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
314,,Leguminosae (P),Lupinus,,,314,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
332,,Convolvulaceae,Convolvulus,,,332,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
364,,Amaryllidaceae,Zephyranthes,,,364,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
335,,Gramineae,Oryza,sativa,,335,Stoll,Arctiidae,Alpenus,maculosa,,,Sierra Leone
316,,Moraceae,Morus,,,316,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
319,,Solanaceae,Nicotiana,tabacum,,319,Karsch,Arctiidae,Alpenus,investigatorum,,,East Africa
346,,Leguminosae (P),Arachis,hypogaea,,346,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
367,,Malvaceae,Gossypium,,,367,Bethune-Baker,Arctiidae,Alpenus,nigropunctatus,,,Afrotropical
338,,Compositae,Sonchus,,,338,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
330,,Compositae,Bidens,pilosa,,330,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
321,,Fagaceae,Quercus,,,321,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
348,,Compositae,Bidens,pilosa,,348,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
376,,Sterculiaceae,Theobroma,cacao,,376,Rothschild,Arctiidae,Alpenus,rattrayi,,,Afrotropical
340,,Sterculiaceae,Theobroma,cacao,,340,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
336,,Leguminosae (P),Phaseolus,,,336,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
326,,Gramineae,Zea,mays,,326,Karsch,Arctiidae,Alpenus,investigatorum,,,North Africa
349,,Rubiaceae,Coffea,,,349,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
385,,Convolvulaceae,,,,385,Stoll,Arctiidae,Amata,cyssea,,,India
345,,Amaranthaceae,Amaranthus,hybridus,,345,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
337,,Leguminosae (P),Pseudarthria,,,337,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
327,,Compositae,Zinnia,,,327,Karsch,Arctiidae,Alpenus,investigatorum,,,Afrotropical
353,,Malvaceae,Gossypium,,,353,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
390,,Compositae,Cosmos,,,390,Stoll,Arctiidae,Amata,cyssea,,,India
355,,Convolvulaceae,Ipomoea,,,355,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
339,,Sterculiaceae,Theobroma,cacao,,339,Stoll,Arctiidae,Alpenus,maculosa,,,Afrotropical
328,,Compositae,,,,328,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
354,,Amaryllidaceae,Hippeastrum,,,354,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
394,on autumn crops,Polyphagous,,,,394,Stoll,Arctiidae,Amata,cyssea,,,India
356,,Gramineae,Oryza,sativa,,356,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
343,,Leguminosae (M),Albizia,,,343,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
333,,Compositae,Emilia,abyssinicus,,333,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
357,,Leguminosae (P),Phaseolus,,,357,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
403,,Leguminosae (P),Lablab,purpureus,,403,de l'Orza,Arctiidae,Amata,fortunei,,,Oriental
360,,Cucurbitaceae,Telfairia,occidentalis,,360,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
347,,Compositae,Aster,,,347,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
334,,Convolvulaceae,Ipomoea,,,334,Stoll,Arctiidae,Alpenus,maculosa,,,East Africa
366,,Euphorbiaceae,Manihot,esculenta,,366,Bethune-Baker,Arctiidae,Alpenus,nigropunctata,,,East Africa
404,,Gramineae,Oryza,sativa,,404,de l'Orza,Arctiidae,Amata,fortunei,,,Oriental
365,,Malvaceae,Gossypium,,,365,Bethune-Baker,Arctiidae,Alpenus,nigropunctata,,,East Africa
359,,Portulacaceae,Talinum,triangulare,,359,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
344,,Alliaceae,Allium,cepa,,344,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
386,,Lichenes,,,,386,Stoll,Arctiidae,Amata,cyssea,,,Oriental
405,,Rosaceae,Rosa,,,405,Shchetkin,Arctiidae,Amata,hissarica,,,Tadjikistan
368,,Malvaceae,Gossypium,,,368,Bethune-Baker,Arctiidae,Alpenus,nigropunctatus,,,East Africa
370,,Gramineae,Zea,mays,,370,Rothschild,Arctiidae,Alpenus,pardalina,,,Afrotropical
350,,Commelinaceae,Commelina,,,350,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
388,,Gramineae,Avena,,,388,Stoll,Arctiidae,Amata,cyssea,,,India
409,,Leguminosae,,,,409,Fabricius,Arctiidae,Amata,passalis,,,India
372,,Amaryllidaceae,Amaryllis,belladonna,,372,Rothschild,Arctiidae,Alpenus,rattrayi,,,Afrotropical
379,,Hyacinthaceae,Ornithogalum,sordidum,,379,Rothschild,Arctiidae,Alpenus,schraderi,rattrayi,,East Africa
352,,Verbenaceae,Gmelina,arborea,,352,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
393,,Verbenaceae,Lantana,camara,,393,Stoll,Arctiidae,Amata,cyssea,,,India
417,,Compositae,Dahlia,,,417,Fabricius,Arctiidae,Amata,passalis,,,Oriental
375,,Musaceae,Musa,x paradisiaca,,375,Rothschild,Arctiidae,Alpenus,rattrayi,,,Afrotropical
382,,Chenopodiaceae,Atriplex,,,382,Walker,Arctiidae,Amata,aperta,,,Australia
358,,Leguminosae (P),Pseudarthria,,,358,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
395,on flowers,Compositae,Cosmos,,,395,Stoll,Arctiidae,Amata,cyssea,,,India
428,on leaves,Solanaceae,Capsicum,,,428,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
378,,Musaceae,Musa,x paradisiaca,,378,Rothschild,Arctiidae,Alpenus,schraderi,rattrayi,,East Africa
387,,Musci,,,,387,Stoll,Arctiidae,Amata,cyssea,,,Oriental
362,,Leguminosae (P),Vigna,subterranea,,362,Stoll,Arctiidae,Alpenus,maculosus,,,Afrotropical
398,on leaves,Convolvulaceae,Ipomoea,,,398,Stoll,Arctiidae,Amata,cyssea,,,Sri Lanka
439,,Anacardiaceae,Toxicodendron,succedaneum,,439,Sparrman,Arctiidae,Amata,polymita,,,Hong Kong
380,on leaves,Vitaceae,Cissus,carnosa,,380,,Arctiidae,Amata,,,,Thailand
392,,Convolvulaceae,Ipomoea,batatas,,392,Stoll,Arctiidae,Amata,cyssea,,,India
369,,Euphorbiaceae,Manihot,esculenta,,369,Bethune-Baker,Arctiidae,Alpenus,nigropunctatus,,,East Africa
401,,Lichenes,,,,401,Hampson,Arctiidae,Amata,elongata,,,Oriental
445,,Apocynaceae,Beaumontia,,,445,Drury,Arctiidae,Amerila,astreus,,,Sri Lanka
381,,Fagaceae,Castanopsis,fissa,,381,Felder,Arctiidae,Amata,acrospila,,,Hong Kong
399,on leaves,Santalaceae,Santalum,album,,399,Stoll,Arctiidae,Amata,cyssea,,,India
371,,Leguminosae (M),Albizia,zygia,,371,Rothschild,Arctiidae,Alpenus,rattrayi,,,Afrotropical
407,,Gramineae,Oryza,sativa,,407,Boisduval,Arctiidae,Amata,huebneri,,,Indonesia
456,,Erythroxylaceae,Erythroxylum,coca,,456,Hampson,Arctiidae,Amerila,atrivena,,,East Africa
397,on flowers,Verbenaceae,Lantana,camara,,397,Stoll,Arctiidae,Amata,cyssea,,,India
400,on spring crops,Polyphagous,,,,400,Stoll,Arctiidae,Amata,cyssea,,,India
373,,Oxalidaceae,Averrhoa,carambola,,373,Rothschild,Arctiidae,Alpenus,rattrayi,,,Afrotropical
413,,Solanaceae,Capsicum,,,413,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
457,,Tiliaceae,Grewia,mollis,,457,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
408,,Gramineae,Oryza,sativa,,408,Boisduval,Arctiidae,Amata,huebneri,,,Oriental
402,,Musci,,,,402,Hampson,Arctiidae,Amata,elongata,,,Oriental
374,,Leguminosae (P),Canavalia,ensiformis,,374,Rothschild,Arctiidae,Alpenus,rattrayi,,,Afrotropical
421,,Leguminosae (P),Phaseolus,vulgaris,,421,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
467,,Ulmaceae,Trema,orientalis,,467,Hampson,Arctiidae,Amerila,atrivena,,,East Africa
412,,Leguminosae (P),Cajanus,cajan,,412,Fabricius,Arctiidae,Amata,passalis,,,India
410,,Compositae,Bidens,sulphurea,,410,Fabricius,Arctiidae,Amata,passalis,,,India
377,,Leguminosae (P),Canavalia,ensiformis,,377,Rothschild,Arctiidae,Alpenus,schraderi,rattrayi,,East Africa
422,,Santalaceae,Santalum,,,422,Fabricius,Arctiidae,Amata,passalis,,,Oriental
472,,Myrtaceae,Syzygium,cordatum,,472,Möschler,Arctiidae,Amerila,bauri,,,Afrotropical
425,,Leguminosae (P),Vigna,unguiculata,,425,Fabricius,Arctiidae,Amata,passalis,,,Oriental
411,,Leguminosae (P),Cajanus,,,411,Fabricius,Arctiidae,Amata,passalis,,,Oriental
383,,Myrtaceae,Eucalyptus,,,383,Walker,Arctiidae,Amata,aperta,,,Australia
431,on leaves,Leguminosae (P),Phaseolus,vulgaris,,431,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
475,,Euphorbiaceae,Bridelia,,,475,Walker,Arctiidae,Amerila,bubo,,,East Africa
429,on leaves,Solanaceae,Capsicum,annuum,,429,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
414,,Compositae,Cosmos,,,414,Fabricius,Arctiidae,Amata,passalis,,,India
384,,Chenopodiaceae,Rhagodia,,,384,Walker,Arctiidae,Amata,aperta,,,Australia
438,,Anacardiaceae,Rhus,chinensis,,438,Sparrman,Arctiidae,Amata,polymita,,,Hong Kong
488,,Moraceae,Ficus,trichopoda,,488,Walker,Arctiidae,Amerila,bubo,,,East Africa
430,on leaves,Leguminosae (P),Phaseolus,,,430,Fabricius,Arctiidae,Amata,passalis,,,India
416,,Compositae,Dahlia,,,416,Fabricius,Arctiidae,Amata,passalis,,,India
389,,Gramineae,Avena,sativa,,389,Stoll,Arctiidae,Amata,cyssea,,,India
442,,Convolvulaceae,Convolvulus,,,442,Butler,Arctiidae,Amata,tomasina,,,East Africa
490,,Musaceae,Musa,x paradisiaca,,490,Walker,Arctiidae,Amerila,bubo,,,Afrotropical
436,,Theaceae,Camellia,sinensis,,436,Hampson,Arctiidae,Amata,perixanthia,,,Taiwan
424,,Cucurbitaceae,Trichosanthes,anguina,,424,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
391,,Compositae,Dahlia,,,391,Stoll,Arctiidae,Amata,cyssea,,,India
462,,Moraceae,Milicia,excelsa,,462,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
494,,Dracaenaceae,Dracaena,,,494,Hampson,Arctiidae,Amerila,carneola,,,East Africa
447,,Rubiaceae,Ixora,,,447,Drury,Arctiidae,Amerila,astreus,,,Oriental
435,on leaves,Leguminosae (P),Vigna,unguiculata,cylindrica,435,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
396,on flowers,Compositae,Dahlia,,,396,Stoll,Arctiidae,Amata,cyssea,,,India
463,,Phytolaccaceae,Phytolacca,dodecandra,,463,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
496,,Dracaenaceae,Dracaena,,,496,Druce,Arctiidae,Amerila,fennia,,,East Africa
448,,Asclepiadaceae,Marsdenia,,,448,Drury,Arctiidae,Amerila,astreus,,,Oriental
437,,Gramineae,,,,437,Linnaeus,Arctiidae,Amata,phegea,,,Europe
406,,Rosaceae,Rubus,caesius,,406,Shchetkin,Arctiidae,Amata,hissarica,,,Tadjikistan
465,,Sterculiaceae,Theobroma,cacao,,465,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
502,,Compositae,Senecio,,,502,Hampson,Arctiidae,Amerila,leucoptera,,Y,East Africa
454,,Ulmaceae,,,,454,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
440,,Rutaceae,Citrus,sinensis,,440,,Arctiidae,Amata,sp.,,,Hong Kong
415,,Compositae,Cosmos,,,415,Fabricius,Arctiidae,Amata,passalis,,,Oriental
476,,Euphorbiaceae,Bridelia,micrantha,,476,Walker,Arctiidae,Amerila,bubo,,,East Africa
507,,Rubiaceae,Coffea,,,507,Grünberg,Arctiidae,Amerila,pannosa,,,Uganda
458,,Tiliaceae,Grewia,mollis,,458,Hampson,Arctiidae,Amerila,atrivena,,,East Africa
441,,Theaceae,Camellia,sinensis,,441,Fabricius,Arctiidae,Amata,superbus,,,India
418,,Convolvulaceae,Ipomoea,,,418,Fabricius,Arctiidae,Amata,passalis,,,India
477,,Rubiaceae,Coffea,,,477,Walker,Arctiidae,Amerila,bubo,,,Afrotropical
510,,Compositae,Senecio,,,510,Grünberg,Arctiidae,Amerila,pannosa,,,East Africa
459,,Moraceae,Maclura,excelsa,,459,Hampson,Arctiidae,Amerila,atrivena,,,East Africa
443,,Convolvulaceae,Ipomoea,,,443,Butler,Arctiidae,Amata,tomasina,,,East Africa
419,,Convolvulaceae,Ipomoea,,,419,Fabricius,Arctiidae,Amata,passalis,,,Oriental
482,,Euphorbiaceae,Croton,,,482,Walker,Arctiidae,Amerila,bubo,,,East Africa
513,,Moraceae,Ficus,,,513,Cramer,Arctiidae,Ammalo,helops,,,West Indies
461,,Rhamnaceae,Maesopsis,eminii,,461,Hampson,Arctiidae,Amerila,atrivena,,,East Africa
444,,Apocynaceae,Beaumontia,,,444,Drury,Arctiidae,Amerila,astreus,,,Oriental
420,,Convolvulaceae,Ipomoea,tricolor,,420,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
486,,Erythroxylaceae,Erythroxylum,coca,,486,Walker,Arctiidae,Amerila,bubo,,,East Africa
519,on leaves,Moraceae,Ficus,carica,,519,Walker,Arctiidae,Ammalo,helops,megapyrrah,,Brazil
471,,Myrtaceae,Eugenia,cordata,,471,Möschler,Arctiidae,Amerila,bauri,,,Southern Africa
449,,Smilacaceae,Smilax,,,449,Drury,Arctiidae,Amerila,astreus,,,Oriental
423,,Santalaceae,Santalum,album,,423,Fabricius,Arctiidae,Amata,passalis,,,India
487,,Moraceae,Ficus,trichopoda,,487,Walker,Arctiidae,Amerila,bubo,,,Afrotropical
532,,Leguminosae (P),Crotalaria,,,532,Druce,Arctiidae,Amphicallia,solai,,,Afrotropical
478,,Rubiaceae,Coffea,,,478,Walker,Arctiidae,Amerila,bubo,,,East Africa
451,,Phytolaccaceae,,,,451,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
426,in stems,Solanaceae,Capsicum,annuum,,426,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
489,,Musaceae,Musa,x paradisiaca,,489,Walker,Arctiidae,Amerila,bubo,,,East Africa
537,,Anacardiaceae,Schinus,molle,,537,Druce,Arctiidae,Amphicallia,solai,,,East Africa
479,,Rubiaceae,Coffea,,,479,Walker,Arctiidae,Amerila,bubo,,,Kenya
453,,Tiliaceae,,,,453,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
427,on leaves,Cruciferae,Brassica,caulorapa,,427,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
501,,Compositae,Senecio,,,501,Hampson,Arctiidae,Amerila,leucoptera,,,East Africa
544,,Leguminosae (P),Cajanus,cajan,,544,Walker,Arctiidae,Amsacta,albistriga,,,Oriental
480,,Rubiaceae,Coffea,,,480,Walker,Arctiidae,Amerila,bubo,,,Uganda
464,,Phytolaccaceae,Phytolacca,dodecandra,,464,Hampson,Arctiidae,Amerila,atrivena,,,East Africa
432,on leaves,Santalaceae,Santalum,album,,432,Fabricius,Arctiidae,Amata,passalis,,,India
515,on leaves,Moraceae,Ficus,,,515,Cramer,Arctiidae,Ammalo,helops,,,Brazil
548,,Compositae,Helianthus,annuus,,548,Walker,Arctiidae,Amsacta,albistriga,,,India
483,,Leguminosae (P),Erythrina,,,483,Walker,Arctiidae,Amerila,bubo,,,Afrotropical
470,,Myrtaceae,Eugenia,,,470,Möschler,Arctiidae,Amerila,bauri,,,Southern Africa
433,on leaves,Cucurbitaceae,Trichosanthes,anguina,,433,Fabricius,Arctiidae,Amata,passalis,,,Sri Lanka
516,on leaves,Moraceae,Ficus,carica,,516,Cramer,Arctiidae,Ammalo,helops,,,Brazil
557,on pulses,Leguminosae,,,,557,Walker,Arctiidae,Amsacta,albistriga,,,India
485,,Erythroxylaceae,Erythroxylum,coca,,485,Walker,Arctiidae,Amerila,bubo,,,Afrotropical
473,,Solanaceae,,,,473,Walker,Arctiidae,Amerila,bubo,,,East Africa
434,on leaves,Leguminosae (P),Vigna,unguiculata,cylindrica,434,Fabricius,Arctiidae,Amata,passalis,,,India
521,on leaves,Moraceae,Ficus,microcarpa,,521,Walker,Arctiidae,Ammalo,helops,megapyrrah,,Brazil
560,,Malvaceae,Gossypium,,,560,Hampson,Arctiidae,Amsacta,flavicosta,,,East Africa
499,,Compositae,Zinnia,,,499,Hampson,Arctiidae,Amerila,fuscivena,,,East Africa
493,,Dracaenaceae,Dracaena,,,493,Hampson,Arctiidae,Amerila,carneola,,,Afrotropical
446,,Dioscoreaceae,Dioscorea,,,446,Drury,Arctiidae,Amerila,astreus,,,Oriental
524,,Leguminosae (P),Crotalaria,,,524,Dalman,Arctiidae,Amphicallia,bellatrix,,,East Africa
564,,Malvaceae,Abutilon,,,564,Cramer,Arctiidae,Amsacta,lactinea,,,India
504,,Sterculiaceae,Theobroma,cacao,,504,Hampson,Arctiidae,Amerila,luteibarba,,,Afrotropical
498,,Apocynaceae,Landolphia,,,498,Hampson,Arctiidae,Amerila,fuscivena,,,East Africa
450,,Moraceae,,,,450,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
525,,Leguminosae (P),Crotalaria,,,525,Dalman,Arctiidae,Amphicallia,bellatrix,,,Southern Africa
571,,Cruciferae,Brassica,oleracea,,571,Cramer,Arctiidae,Amsacta,lactinea,,,West Malaysia
517,on leaves,Moraceae,Ficus,prinoides,subtriplinervia,517,Cramer,Arctiidae,Ammalo,helops,,,Brazil
505,,Rubiaceae,Coffea,,,505,Grünberg,Arctiidae,Amerila,pannosa,,,Afrotropical
452,,Rhamnaceae,,,,452,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
530,,Leguminosae (P),Crotalaria,,,530,Butler,Arctiidae,Amphicallia,pactolicus,,,Afrotropical
575,,Cannaceae,Canna,,,575,Cramer,Arctiidae,Amsacta,lactinea,,,West Malaysia
526,,Leguminosae (P),Crotalaria,capensis,,526,Dalman,Arctiidae,Amphicallia,bellatrix,,,Southern Africa
512,,Compositae,Launaea,nr. taraxacifolia,,512,Weymer,Arctiidae,Amerila,phaedra,,,East Africa
455,,Erythroxylaceae,Erythroxylum,coca,,455,Hampson,Arctiidae,Amerila,atrivena,,,Afrotropical
