file_name,image_size,inference_info
D:\moth_photos\database\batch_11\img_moth_00020001.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020002.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020003.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020004.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020005.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020006.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020007.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020008.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020009.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020010.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020011.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020012.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020013.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020014.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020015.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020016.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020017.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020018.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020019.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020020.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020021.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020022.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020023.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020024.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020025.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020026.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020027.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020028.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020029.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020030.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020031.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020032.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020033.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020034.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020035.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020036.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020037.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020038.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020039.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020040.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020041.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020042.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020043.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020044.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020045.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020046.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020047.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020048.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020049.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020050.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020051.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020052.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020053.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020054.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020055.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020056.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020057.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020058.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020059.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020060.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020061.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020062.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020063.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020064.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020065.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020066.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020067.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020068.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
D:\moth_photos\database\batch_11\img_moth_00020069.jpg,"[4000, 6000]",modelv1.0__2026-05-20 06:14:41
