file_name,image_size,inference_info
D:\moth_photos\database\batch_14\img_moth_00026001.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026002.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026003.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026004.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026005.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026006.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026007.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026008.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026009.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026010.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026011.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026012.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026013.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026014.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026015.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026016.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026017.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026018.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026019.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026020.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026021.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026022.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026023.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026024.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026025.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026026.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026027.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026028.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026029.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026030.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026031.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026032.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026033.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026034.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026035.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026036.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026037.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026038.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026039.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026040.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026041.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026042.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026043.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026044.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026045.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026046.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026047.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026048.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026049.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026050.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026051.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026052.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026053.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026054.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026055.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026056.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026057.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026058.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026059.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026060.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026061.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026062.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026063.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026064.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026065.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026066.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026067.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026068.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026069.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026070.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026071.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026072.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026073.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026074.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026075.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026076.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026077.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026078.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026079.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026080.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026081.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026082.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026083.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026084.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026085.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026086.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026087.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026088.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026089.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026090.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026091.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026092.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026093.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026094.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026095.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026096.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026097.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026098.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026099.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026100.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026101.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026102.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026103.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026104.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026105.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026106.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026107.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026108.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026109.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026110.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026111.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026112.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026113.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026114.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026115.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026116.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026117.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026118.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026119.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026120.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026121.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026122.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026123.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026124.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026125.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026126.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026127.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026128.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026129.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026130.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026131.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026132.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026133.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026134.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026135.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026136.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026137.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026138.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026139.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026140.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026141.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026142.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026143.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
D:\moth_photos\database\batch_14\img_moth_00026144.jpg,"[4000, 6000]",modelv1.0__2026-05-20 08:34:31
