file_name,image_size,inference_info
D:\moth_photos\database\batch_16\img_moth_00030001.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030002.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030003.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030004.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030005.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030006.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030007.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030008.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030009.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030010.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030011.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030012.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030013.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030014.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030015.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030016.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030017.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030018.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030019.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030020.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030021.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030022.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030023.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030024.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030025.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030026.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030027.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030028.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030029.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030030.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030031.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030032.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030033.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030034.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030035.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030036.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030037.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030038.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030039.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030040.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030041.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030042.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030043.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
D:\moth_photos\database\batch_16\img_moth_00030044.jpg,"[4000, 6000]",modelv1.0__2026-05-20 10:00:27
