file_name,image_size,inference_info
D:\moth_photos\database\batch_10\img_moth_00018001.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018002.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018003.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018004.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018005.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018006.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018007.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018008.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018009.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018010.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018011.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018012.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018013.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018014.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018015.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018016.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018017.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018018.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018019.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018020.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018021.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018022.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018023.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018024.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018025.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018026.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018027.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018028.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018029.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018030.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018031.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018032.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018033.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018034.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018035.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018036.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018037.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018038.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018039.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018040.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018041.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018042.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018043.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018044.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018045.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018046.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018047.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018048.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018049.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018050.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018051.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018052.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018053.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018054.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018055.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018056.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018057.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018058.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018059.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018060.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
D:\moth_photos\database\batch_10\img_moth_00018061.jpg,"[4000, 6000]",modelv1.0__2026-05-16 20:49:09
